Disease,Symptoms,Severity
Cushing Syndrome,"weight gain,muscle weakness,fatigue",High
Cushing Syndrome,"muscle weakness,weight gain,fatigue,high blood pressure",High
Cushing Syndrome,"muscle weakness,high blood pressure,weight gain,fatigue",High
Cushing Syndrome,"high blood pressure,muscle weakness,weight gain,fatigue",High
Cushing Syndrome,"fatigue,high blood pressure,weight gain",High
Cushing Syndrome,"high blood pressure,fatigue,muscle weakness,weight gain",High
Cushing Syndrome,"weight gain,fatigue,high blood pressure",High
Cushing Syndrome,"muscle weakness,weight gain,fatigue,high blood pressure",High
Cushing Syndrome,"fatigue,weight gain,high blood pressure",High
Cushing Syndrome,"fatigue,weight gain,high blood pressure",High
Cushing Syndrome,"weight gain,fatigue,muscle weakness,high blood pressure",High
Cushing Syndrome,"high blood pressure,fatigue,muscle weakness,weight gain",High
Cushing Syndrome,"weight gain,fatigue,high blood pressure",High
Cushing Syndrome,"fatigue,weight gain,muscle weakness",High
Cushing Syndrome,"fatigue,high blood pressure,weight gain",High
Cushing Syndrome,"high blood pressure,fatigue,weight gain",High
Cushing Syndrome,"fatigue,weight gain,muscle weakness",High
Cushing Syndrome,"weight gain,muscle weakness,high blood pressure,fatigue",High
Cushing Syndrome,"high blood pressure,muscle weakness,fatigue,weight gain",High
Cushing Syndrome,"weight gain,fatigue,muscle weakness",High
Cushing Syndrome,"muscle weakness,high blood pressure,fatigue,weight gain",High
Cushing Syndrome,"weight gain,high blood pressure,fatigue",High
Cushing Syndrome,"fatigue,weight gain,muscle weakness,high blood pressure",High
Cushing Syndrome,"fatigue,high blood pressure,weight gain",High
Cushing Syndrome,"weight gain,fatigue,high blood pressure,muscle weakness",High
Cushing Syndrome,"muscle weakness,weight gain,fatigue",High
Cushing Syndrome,"fatigue,muscle weakness,weight gain,high blood pressure",High
Cushing Syndrome,"fatigue,weight gain,muscle weakness",High
Cushing Syndrome,"muscle weakness,fatigue,weight gain",High
Cushing Syndrome,"fatigue,muscle weakness,weight gain",High
Cushing Syndrome,"weight gain,high blood pressure,fatigue",High
Cushing Syndrome,"muscle weakness,fatigue,weight gain,high blood pressure",High
Cushing Syndrome,"weight gain,fatigue,high blood pressure",High
Cushing Syndrome,"weight gain,high blood pressure,fatigue",High
Cushing Syndrome,"weight gain,fatigue,muscle weakness,high blood pressure",High
Cushing Syndrome,"fatigue,high blood pressure,weight gain,muscle weakness",High
Cushing Syndrome,"high blood pressure,weight gain,fatigue,muscle weakness",High
Cushing Syndrome,"fatigue,high blood pressure,muscle weakness,weight gain",High
Cushing Syndrome,"high blood pressure,fatigue,weight gain",High
Cushing Syndrome,"weight gain,fatigue,high blood pressure",High
Cushing Syndrome,"muscle weakness,weight gain,high blood pressure,fatigue",High
Addison Disease,"dizziness,fatigue,weight loss",High
Addison Disease,"weight loss,dizziness,fatigue",High
Addison Disease,"dizziness,fatigue,low blood pressure,weight loss",High
Addison Disease,"dizziness,weight loss,fatigue,low blood pressure",High
Addison Disease,"dizziness,weight loss,fatigue,low blood pressure",High
Addison Disease,"fatigue,dizziness,low blood pressure,weight loss",High
Addison Disease,"dizziness,fatigue,weight loss,low blood pressure",High
Addison Disease,"weight loss,fatigue,dizziness",High
Addison Disease,"weight loss,dizziness,low blood pressure,fatigue",High
Addison Disease,"weight loss,fatigue,dizziness,low blood pressure",High
Addison Disease,"weight loss,fatigue,dizziness",High
Addison Disease,"fatigue,weight loss,dizziness",High
Addison Disease,"low blood pressure,weight loss,fatigue,dizziness",High
Addison Disease,"low blood pressure,dizziness,fatigue,weight loss",High
Addison Disease,"fatigue,weight loss,dizziness",High
Addison Disease,"weight loss,dizziness,low blood pressure,fatigue",High
Addison Disease,"weight loss,fatigue,dizziness",High
Addison Disease,"dizziness,low blood pressure,weight loss,fatigue",High
Addison Disease,"dizziness,weight loss,fatigue,low blood pressure",High
Addison Disease,"dizziness,fatigue,low blood pressure,weight loss",High
Addison Disease,"weight loss,dizziness,fatigue",High
Addison Disease,"low blood pressure,weight loss,fatigue",High
Addison Disease,"low blood pressure,weight loss,fatigue,dizziness",High
Addison Disease,"dizziness,low blood pressure,weight loss,fatigue",High
Addison Disease,"fatigue,weight loss,dizziness,low blood pressure",High
Addison Disease,"dizziness,fatigue,weight loss",High
Addison Disease,"dizziness,fatigue,weight loss",High
Addison Disease,"low blood pressure,dizziness,weight loss,fatigue",High
Addison Disease,"low blood pressure,weight loss,fatigue",High
Addison Disease,"fatigue,dizziness,weight loss",High
Addison Disease,"low blood pressure,fatigue,weight loss",High
Addison Disease,"weight loss,fatigue,dizziness,low blood pressure",High
Addison Disease,"dizziness,fatigue,weight loss",High
Addison Disease,"dizziness,fatigue,low blood pressure,weight loss",High
Addison Disease,"low blood pressure,weight loss,fatigue",High
Addison Disease,"fatigue,dizziness,weight loss,low blood pressure",High
Addison Disease,"low blood pressure,weight loss,fatigue",High
Addison Disease,"fatigue,weight loss,dizziness",High
Addison Disease,"weight loss,dizziness,fatigue",High
Addison Disease,"weight loss,fatigue,low blood pressure,dizziness",High
Addison Disease,"weight loss,dizziness,fatigue",High
Addison Disease,"weight loss,dizziness,low blood pressure,fatigue",High
Addison Disease,"fatigue,dizziness,weight loss,low blood pressure",High
Addison Disease,"low blood pressure,fatigue,weight loss",High
Addison Disease,"dizziness,weight loss,low blood pressure,fatigue",High
Addison Disease,"dizziness,fatigue,weight loss,low blood pressure",High
Addison Disease,"weight loss,fatigue,dizziness",High
Addison Disease,"dizziness,low blood pressure,fatigue,weight loss",High
Addison Disease,"fatigue,weight loss,low blood pressure,dizziness",High
Addison Disease,"low blood pressure,weight loss,fatigue",High
Kidney Stones,"nausea,blood in urine,vomiting,flank pain,burning urination",High
Kidney Stones,"flank pain,vomiting,blood in urine",High
Kidney Stones,"flank pain,nausea,burning urination,blood in urine,vomiting",High
Kidney Stones,"nausea,burning urination,flank pain,blood in urine",High
Kidney Stones,"vomiting,flank pain,blood in urine,nausea,burning urination",High
Kidney Stones,"vomiting,blood in urine,burning urination,flank pain",High
Kidney Stones,"flank pain,burning urination,nausea,vomiting,blood in urine",High
Kidney Stones,"nausea,flank pain,burning urination,blood in urine,vomiting",High
Kidney Stones,"flank pain,nausea,blood in urine",High
Kidney Stones,"vomiting,flank pain,blood in urine",High
Kidney Stones,"nausea,flank pain,blood in urine",High
Kidney Stones,"burning urination,blood in urine,vomiting,flank pain,nausea",High
Kidney Stones,"blood in urine,flank pain,burning urination,nausea",High
Kidney Stones,"flank pain,blood in urine,burning urination,nausea",High
Kidney Stones,"vomiting,flank pain,blood in urine",High
Kidney Stones,"flank pain,nausea,vomiting,blood in urine",High
Kidney Stones,"vomiting,burning urination,nausea,flank pain,blood in urine",High
Kidney Stones,"burning urination,nausea,blood in urine,flank pain,vomiting",High
Kidney Stones,"flank pain,blood in urine,vomiting,burning urination",High
Kidney Stones,"blood in urine,burning urination,flank pain",High
Kidney Stones,"vomiting,nausea,burning urination,blood in urine,flank pain",High
Kidney Stones,"flank pain,blood in urine,vomiting",High
Kidney Stones,"flank pain,nausea,blood in urine",High
Kidney Stones,"nausea,flank pain,blood in urine,burning urination",High
Kidney Stones,"vomiting,flank pain,nausea,blood in urine",High
Kidney Stones,"blood in urine,vomiting,nausea,flank pain",High
Kidney Stones,"blood in urine,nausea,vomiting,flank pain",High
Kidney Stones,"nausea,blood in urine,burning urination,vomiting,flank pain",High
Kidney Stones,"flank pain,blood in urine,nausea,vomiting,burning urination",High
Kidney Stones,"nausea,burning urination,vomiting,flank pain,blood in urine",High
Kidney Stones,"blood in urine,burning urination,flank pain",High
Kidney Stones,"flank pain,burning urination,blood in urine,vomiting",High
Kidney Stones,"flank pain,burning urination,blood in urine,vomiting",High
Kidney Stones,"flank pain,blood in urine,burning urination,nausea,vomiting",High
Kidney Stones,"flank pain,vomiting,blood in urine",High
Kidney Stones,"flank pain,vomiting,blood in urine,burning urination",High
Kidney Stones,"flank pain,blood in urine,burning urination",High
Kidney Stones,"flank pain,burning urination,blood in urine",High
Kidney Stones,"flank pain,blood in urine,vomiting",High
Kidney Stones,"blood in urine,flank pain,burning urination,vomiting,nausea",High
Kidney Stones,"flank pain,burning urination,nausea,blood in urine,vomiting",High
Kidney Stones,"blood in urine,flank pain,vomiting",High
Kidney Stones,"flank pain,nausea,blood in urine",High
Kidney Stones,"flank pain,burning urination,blood in urine,vomiting,nausea",High
Kidney Stones,"blood in urine,burning urination,vomiting,flank pain",High
Kidney Stones,"burning urination,flank pain,blood in urine",High
Kidney Stones,"vomiting,blood in urine,flank pain",High
Kidney Stones,"blood in urine,nausea,flank pain,vomiting",High
Kidney Stones,"nausea,vomiting,burning urination,flank pain,blood in urine",High
Kidney Stones,"nausea,flank pain,burning urination,blood in urine,vomiting",High
Kidney Infection,"fever,frequent urination,flank pain,burning urination",High
Kidney Infection,"burning urination,frequent urination,flank pain,fever",High
Kidney Infection,"frequent urination,fever,flank pain,burning urination",High
Kidney Infection,"burning urination,frequent urination,fever,flank pain",High
Kidney Infection,"frequent urination,fever,flank pain",High
Kidney Infection,"burning urination,flank pain,fever",High
Kidney Infection,"fever,flank pain,frequent urination,burning urination",High
Kidney Infection,"flank pain,fever,burning urination",High
Kidney Infection,"burning urination,fever,frequent urination,flank pain",High
Kidney Infection,"burning urination,flank pain,frequent urination,fever",High
Kidney Infection,"fever,burning urination,frequent urination,flank pain",High
Kidney Infection,"fever,flank pain,burning urination,frequent urination",High
Kidney Infection,"frequent urination,fever,flank pain",High
Kidney Infection,"flank pain,frequent urination,fever",High
Kidney Infection,"burning urination,flank pain,fever",High
Kidney Infection,"frequent urination,fever,flank pain",High
Kidney Infection,"flank pain,fever,burning urination,frequent urination",High
Kidney Infection,"burning urination,frequent urination,flank pain,fever",High
Kidney Infection,"frequent urination,flank pain,fever,burning urination",High
Kidney Infection,"frequent urination,fever,flank pain,burning urination",High
Kidney Infection,"fever,flank pain,burning urination",High
Kidney Infection,"fever,frequent urination,burning urination,flank pain",High
Kidney Infection,"burning urination,flank pain,frequent urination,fever",High
Kidney Infection,"flank pain,burning urination,fever",High
Kidney Infection,"fever,flank pain,burning urination",High
Kidney Infection,"burning urination,flank pain,fever,frequent urination",High
Kidney Infection,"fever,flank pain,frequent urination,burning urination",High
Kidney Infection,"burning urination,fever,flank pain",High
Kidney Infection,"frequent urination,fever,burning urination,flank pain",High
Kidney Infection,"frequent urination,flank pain,fever,burning urination",High
Kidney Infection,"flank pain,fever,frequent urination,burning urination",High
Kidney Infection,"frequent urination,fever,flank pain",High
Kidney Infection,"frequent urination,flank pain,fever",High
Kidney Infection,"frequent urination,fever,flank pain,burning urination",High
Kidney Infection,"frequent urination,fever,flank pain,burning urination",High
Kidney Infection,"burning urination,flank pain,frequent urination,fever",High
Kidney Infection,"fever,flank pain,burning urination,frequent urination",High
Kidney Infection,"frequent urination,burning urination,flank pain,fever",High
Kidney Infection,"fever,flank pain,frequent urination",High
Kidney Infection,"frequent urination,fever,flank pain",High
Kidney Infection,"frequent urination,fever,flank pain",High
Kidney Infection,"frequent urination,burning urination,fever,flank pain",High
Kidney Infection,"flank pain,fever,burning urination",High
Kidney Infection,"burning urination,frequent urination,flank pain,fever",High
Kidney Infection,"flank pain,fever,burning urination",High
Kidney Infection,"fever,flank pain,frequent urination",High
Kidney Infection,"burning urination,fever,flank pain",High
Kidney Infection,"frequent urination,flank pain,fever",High
Kidney Infection,"flank pain,frequent urination,burning urination,fever",High
Kidney Infection,"fever,flank pain,frequent urination",High
Chronic Kidney Disease,"nausea,shortness of breath,fatigue,swelling",High
Chronic Kidney Disease,"shortness of breath,swelling,nausea,fatigue",High
Chronic Kidney Disease,"swelling,shortness of breath,fatigue",High
Chronic Kidney Disease,"swelling,nausea,fatigue",High
Chronic Kidney Disease,"shortness of breath,swelling,fatigue,nausea",High
Chronic Kidney Disease,"shortness of breath,swelling,nausea,fatigue",High
Chronic Kidney Disease,"fatigue,swelling,shortness of breath,nausea",High
Chronic Kidney Disease,"shortness of breath,fatigue,swelling,nausea",High
Chronic Kidney Disease,"fatigue,swelling,nausea",High
Chronic Kidney Disease,"swelling,fatigue,nausea",High
Chronic Kidney Disease,"fatigue,nausea,swelling",High
Chronic Kidney Disease,"fatigue,swelling,shortness of breath",High
Chronic Kidney Disease,"fatigue,shortness of breath,nausea,swelling",High
Chronic Kidney Disease,"swelling,nausea,shortness of breath,fatigue",High
Chronic Kidney Disease,"swelling,fatigue,shortness of breath,nausea",High
Chronic Kidney Disease,"shortness of breath,nausea,swelling,fatigue",High
Chronic Kidney Disease,"swelling,nausea,fatigue,shortness of breath",High
Chronic Kidney Disease,"fatigue,swelling,nausea,shortness of breath",High
Chronic Kidney Disease,"nausea,shortness of breath,fatigue,swelling",High
Chronic Kidney Disease,"shortness of breath,nausea,fatigue,swelling",High
Chronic Kidney Disease,"nausea,shortness of breath,fatigue,swelling",High
Chronic Kidney Disease,"swelling,shortness of breath,fatigue",High
Chronic Kidney Disease,"swelling,nausea,shortness of breath,fatigue",High
Chronic Kidney Disease,"fatigue,shortness of breath,swelling",High
Chronic Kidney Disease,"fatigue,swelling,shortness of breath",High
Chronic Kidney Disease,"fatigue,swelling,shortness of breath",High
Chronic Kidney Disease,"swelling,shortness of breath,nausea,fatigue",High
Chronic Kidney Disease,"shortness of breath,swelling,fatigue",High
Chronic Kidney Disease,"nausea,shortness of breath,swelling,fatigue",High
Chronic Kidney Disease,"swelling,shortness of breath,nausea,fatigue",High
Chronic Kidney Disease,"swelling,shortness of breath,fatigue",High
Chronic Kidney Disease,"swelling,shortness of breath,fatigue,nausea",High
Chronic Kidney Disease,"swelling,fatigue,nausea,shortness of breath",High
Chronic Kidney Disease,"swelling,fatigue,shortness of breath",High
Chronic Kidney Disease,"fatigue,nausea,swelling,shortness of breath",High
Chronic Kidney Disease,"swelling,fatigue,shortness of breath,nausea",High
Chronic Kidney Disease,"swelling,fatigue,nausea",High
Chronic Kidney Disease,"shortness of breath,swelling,fatigue",High
Chronic Kidney Disease,"shortness of breath,fatigue,swelling,nausea",High
Chronic Kidney Disease,"nausea,swelling,fatigue",High
Chronic Kidney Disease,"fatigue,shortness of breath,swelling,nausea",High
Chronic Kidney Disease,"swelling,fatigue,nausea",High
Chronic Kidney Disease,"swelling,fatigue,nausea,shortness of breath",High
Chronic Kidney Disease,"shortness of breath,fatigue,swelling",High
Chronic Kidney Disease,"shortness of breath,fatigue,swelling,nausea",High
Chronic Kidney Disease,"shortness of breath,fatigue,swelling",High
Chronic Kidney Disease,"swelling,shortness of breath,nausea,fatigue",High
Chronic Kidney Disease,"fatigue,shortness of breath,swelling",High
Chronic Kidney Disease,"nausea,fatigue,swelling",High
Chronic Kidney Disease,"fatigue,shortness of breath,nausea,swelling",High
Urinary Tract Infection,"frequent urination,pelvic pain,blood in urine,burning urination",Medium
Urinary Tract Infection,"frequent urination,burning urination,blood in urine,pelvic pain",Medium
Urinary Tract Infection,"pelvic pain,frequent urination,burning urination,blood in urine",Medium
Urinary Tract Infection,"pelvic pain,blood in urine,frequent urination,burning urination",Medium
Urinary Tract Infection,"pelvic pain,blood in urine,burning urination,frequent urination",Medium
Urinary Tract Infection,"frequent urination,burning urination,blood in urine",Medium
Urinary Tract Infection,"pelvic pain,burning urination,blood in urine,frequent urination",Medium
Urinary Tract Infection,"pelvic pain,blood in urine,burning urination,frequent urination",Medium
Urinary Tract Infection,"frequent urination,burning urination,blood in urine,pelvic pain",Medium
Urinary Tract Infection,"blood in urine,pelvic pain,frequent urination,burning urination",Medium
Urinary Tract Infection,"frequent urination,burning urination,blood in urine",Medium
Urinary Tract Infection,"frequent urination,blood in urine,burning urination",Medium
Urinary Tract Infection,"blood in urine,pelvic pain,burning urination,frequent urination",Medium
Urinary Tract Infection,"burning urination,pelvic pain,frequent urination,blood in urine",Medium
Urinary Tract Infection,"burning urination,pelvic pain,frequent urination",Medium
Urinary Tract Infection,"blood in urine,frequent urination,burning urination,pelvic pain",Medium
Urinary Tract Infection,"pelvic pain,blood in urine,frequent urination,burning urination",Medium
Urinary Tract Infection,"blood in urine,burning urination,frequent urination",Medium
Urinary Tract Infection,"pelvic pain,blood in urine,frequent urination,burning urination",Medium
Urinary Tract Infection,"burning urination,blood in urine,frequent urination",Medium
Urinary Tract Infection,"burning urination,frequent urination,pelvic pain",Medium
Urinary Tract Infection,"frequent urination,pelvic pain,burning urination,blood in urine",Medium
Urinary Tract Infection,"burning urination,frequent urination,pelvic pain",Medium
Urinary Tract Infection,"burning urination,blood in urine,frequent urination",Medium
Urinary Tract Infection,"frequent urination,blood in urine,burning urination,pelvic pain",Medium
Urinary Tract Infection,"burning urination,pelvic pain,frequent urination",Medium
Urinary Tract Infection,"burning urination,frequent urination,blood in urine",Medium
Urinary Tract Infection,"frequent urination,pelvic pain,burning urination,blood in urine",Medium
Urinary Tract Infection,"pelvic pain,frequent urination,blood in urine,burning urination",Medium
Urinary Tract Infection,"pelvic pain,frequent urination,burning urination",Medium
Urinary Tract Infection,"blood in urine,burning urination,frequent urination,pelvic pain",Medium
Urinary Tract Infection,"pelvic pain,frequent urination,blood in urine,burning urination",Medium
Urinary Tract Infection,"blood in urine,frequent urination,pelvic pain,burning urination",Medium
Urinary Tract Infection,"blood in urine,pelvic pain,frequent urination,burning urination",Medium
Urinary Tract Infection,"pelvic pain,frequent urination,blood in urine,burning urination",Medium
Urinary Tract Infection,"blood in urine,burning urination,frequent urination,pelvic pain",Medium
Urinary Tract Infection,"frequent urination,pelvic pain,blood in urine,burning urination",Medium
Urinary Tract Infection,"pelvic pain,frequent urination,burning urination",Medium
Urinary Tract Infection,"frequent urination,pelvic pain,burning urination,blood in urine",Medium
Urinary Tract Infection,"blood in urine,frequent urination,burning urination",Medium
Urinary Tract Infection,"blood in urine,frequent urination,burning urination",Medium
Urinary Tract Infection,"pelvic pain,blood in urine,frequent urination,burning urination",Medium
Urinary Tract Infection,"frequent urination,burning urination,blood in urine,pelvic pain",Medium
Urinary Tract Infection,"frequent urination,burning urination,pelvic pain",Medium
Urinary Tract Infection,"burning urination,frequent urination,pelvic pain",Medium
Urinary Tract Infection,"blood in urine,frequent urination,burning urination,pelvic pain",Medium
Urinary Tract Infection,"frequent urination,pelvic pain,burning urination",Medium
Urinary Tract Infection,"pelvic pain,burning urination,frequent urination,blood in urine",Medium
Urinary Tract Infection,"burning urination,blood in urine,frequent urination,pelvic pain",Medium
Urinary Tract Infection,"burning urination,pelvic pain,frequent urination",Medium
Prostate Enlargement,"urinary retention,pelvic pain,frequent urination",Medium
Prostate Enlargement,"pelvic pain,frequent urination,urinary retention",Medium
Prostate Enlargement,"urinary retention,frequent urination,weak urine flow",Medium
Prostate Enlargement,"urinary retention,frequent urination,pelvic pain",Medium
Prostate Enlargement,"weak urine flow,frequent urination,pelvic pain,urinary retention",Medium
Prostate Enlargement,"pelvic pain,urinary retention,frequent urination,weak urine flow",Medium
Prostate Enlargement,"frequent urination,urinary retention,pelvic pain,weak urine flow",Medium
Prostate Enlargement,"frequent urination,urinary retention,pelvic pain",Medium
Prostate Enlargement,"frequent urination,pelvic pain,urinary retention",Medium
Prostate Enlargement,"pelvic pain,weak urine flow,frequent urination,urinary retention",Medium
Prostate Enlargement,"weak urine flow,urinary retention,frequent urination,pelvic pain",Medium
Prostate Enlargement,"frequent urination,pelvic pain,weak urine flow,urinary retention",Medium
Prostate Enlargement,"frequent urination,pelvic pain,urinary retention",Medium
Prostate Enlargement,"urinary retention,frequent urination,pelvic pain,weak urine flow",Medium
Prostate Enlargement,"urinary retention,weak urine flow,frequent urination,pelvic pain",Medium
Prostate Enlargement,"pelvic pain,weak urine flow,urinary retention,frequent urination",Medium
Prostate Enlargement,"frequent urination,pelvic pain,weak urine flow,urinary retention",Medium
Prostate Enlargement,"urinary retention,frequent urination,weak urine flow,pelvic pain",Medium
Prostate Enlargement,"frequent urination,urinary retention,pelvic pain,weak urine flow",Medium
Prostate Enlargement,"pelvic pain,frequent urination,weak urine flow,urinary retention",Medium
Prostate Enlargement,"urinary retention,weak urine flow,frequent urination,pelvic pain",Medium
Prostate Enlargement,"frequent urination,weak urine flow,urinary retention",Medium
Prostate Enlargement,"pelvic pain,urinary retention,weak urine flow,frequent urination",Medium
Prostate Enlargement,"pelvic pain,frequent urination,urinary retention",Medium
Prostate Enlargement,"frequent urination,urinary retention,pelvic pain",Medium
Prostate Enlargement,"urinary retention,weak urine flow,frequent urination",Medium
Prostate Enlargement,"frequent urination,urinary retention,pelvic pain",Medium
Prostate Enlargement,"urinary retention,frequent urination,weak urine flow,pelvic pain",Medium
Prostate Enlargement,"urinary retention,pelvic pain,weak urine flow,frequent urination",Medium
Prostate Enlargement,"frequent urination,weak urine flow,urinary retention,pelvic pain",Medium
Prostate Enlargement,"weak urine flow,frequent urination,urinary retention",Medium
Prostate Enlargement,"frequent urination,pelvic pain,weak urine flow,urinary retention",Medium
Prostate Enlargement,"urinary retention,frequent urination,pelvic pain",Medium
Prostate Enlargement,"pelvic pain,urinary retention,frequent urination",Medium
Prostate Enlargement,"frequent urination,weak urine flow,urinary retention",Medium
Prostate Enlargement,"urinary retention,frequent urination,weak urine flow",Medium
Prostate Enlargement,"pelvic pain,urinary retention,weak urine flow,frequent urination",Medium
Prostate Enlargement,"urinary retention,pelvic pain,weak urine flow,frequent urination",Medium
Prostate Enlargement,"pelvic pain,urinary retention,weak urine flow,frequent urination",Medium
Prostate Enlargement,"frequent urination,weak urine flow,pelvic pain,urinary retention",Medium
Prostate Enlargement,"frequent urination,pelvic pain,weak urine flow,urinary retention",Medium
Prostate Enlargement,"frequent urination,pelvic pain,urinary retention,weak urine flow",Medium
Prostate Enlargement,"weak urine flow,urinary retention,frequent urination,pelvic pain",Medium
Prostate Enlargement,"pelvic pain,urinary retention,frequent urination,weak urine flow",Medium
Prostate Enlargement,"pelvic pain,urinary retention,frequent urination",Medium
Prostate Enlargement,"frequent urination,weak urine flow,urinary retention",Medium
Prostate Enlargement,"weak urine flow,frequent urination,pelvic pain,urinary retention",Medium
Prostate Enlargement,"urinary retention,frequent urination,weak urine flow",Medium
Prostate Enlargement,"pelvic pain,frequent urination,urinary retention",Medium
Prostate Enlargement,"weak urine flow,urinary retention,frequent urination",Medium
Bladder Infection,"blood in urine,pelvic pain,burning urination,frequent urination",Medium
Bladder Infection,"frequent urination,burning urination,blood in urine,pelvic pain",Medium
Bladder Infection,"burning urination,blood in urine,pelvic pain",Medium
Bladder Infection,"burning urination,blood in urine,frequent urination,pelvic pain",Medium
Bladder Infection,"pelvic pain,blood in urine,burning urination,frequent urination",Medium
Bladder Infection,"frequent urination,blood in urine,pelvic pain,burning urination",Medium
Bladder Infection,"frequent urination,pelvic pain,burning urination",Medium
Bladder Infection,"burning urination,frequent urination,pelvic pain",Medium
Bladder Infection,"frequent urination,pelvic pain,burning urination",Medium
Bladder Infection,"pelvic pain,burning urination,frequent urination,blood in urine",Medium
Bladder Infection,"burning urination,pelvic pain,blood in urine,frequent urination",Medium
Bladder Infection,"blood in urine,frequent urination,pelvic pain,burning urination",Medium
Bladder Infection,"pelvic pain,burning urination,blood in urine,frequent urination",Medium
Bladder Infection,"burning urination,pelvic pain,blood in urine",Medium
Bladder Infection,"burning urination,blood in urine,frequent urination,pelvic pain",Medium
Bladder Infection,"burning urination,blood in urine,frequent urination,pelvic pain",Medium
Bladder Infection,"blood in urine,burning urination,pelvic pain",Medium
Bladder Infection,"pelvic pain,blood in urine,burning urination",Medium
Bladder Infection,"burning urination,blood in urine,pelvic pain",Medium
Bladder Infection,"burning urination,pelvic pain,blood in urine",Medium
Bladder Infection,"frequent urination,pelvic pain,blood in urine,burning urination",Medium
Bladder Infection,"blood in urine,burning urination,frequent urination,pelvic pain",Medium
Bladder Infection,"pelvic pain,frequent urination,burning urination,blood in urine",Medium
Bladder Infection,"pelvic pain,frequent urination,burning urination",Medium
Bladder Infection,"burning urination,blood in urine,pelvic pain",Medium
Bladder Infection,"pelvic pain,burning urination,blood in urine,frequent urination",Medium
Bladder Infection,"pelvic pain,burning urination,frequent urination",Medium
Bladder Infection,"pelvic pain,burning urination,frequent urination,blood in urine",Medium
Bladder Infection,"pelvic pain,burning urination,blood in urine,frequent urination",Medium
Bladder Infection,"frequent urination,pelvic pain,burning urination,blood in urine",Medium
Bladder Infection,"burning urination,blood in urine,frequent urination,pelvic pain",Medium
Bladder Infection,"frequent urination,burning urination,pelvic pain",Medium
Bladder Infection,"frequent urination,burning urination,pelvic pain,blood in urine",Medium
Bladder Infection,"frequent urination,blood in urine,burning urination,pelvic pain",Medium
Bladder Infection,"burning urination,blood in urine,pelvic pain",Medium
Bladder Infection,"pelvic pain,burning urination,blood in urine",Medium
Bladder Infection,"blood in urine,frequent urination,pelvic pain,burning urination",Medium
Bladder Infection,"pelvic pain,burning urination,frequent urination",Medium
Bladder Infection,"pelvic pain,frequent urination,blood in urine,burning urination",Medium
Bladder Infection,"frequent urination,pelvic pain,blood in urine,burning urination",Medium
Bladder Infection,"burning urination,blood in urine,frequent urination,pelvic pain",Medium
Bladder Infection,"frequent urination,pelvic pain,burning urination,blood in urine",Medium
Bladder Infection,"blood in urine,pelvic pain,frequent urination,burning urination",Medium
Bladder Infection,"pelvic pain,burning urination,frequent urination",Medium
Bladder Infection,"frequent urination,pelvic pain,blood in urine,burning urination",Medium
Bladder Infection,"frequent urination,pelvic pain,blood in urine,burning urination",Medium
Bladder Infection,"burning urination,pelvic pain,frequent urination",Medium
Bladder Infection,"pelvic pain,blood in urine,burning urination",Medium
Bladder Infection,"burning urination,pelvic pain,frequent urination,blood in urine",Medium
Bladder Infection,"blood in urine,burning urination,pelvic pain,frequent urination",Medium
Gallstones,"nausea,abdominal pain,vomiting,bloating",High
Gallstones,"abdominal pain,bloating,fever,nausea",High
Gallstones,"nausea,vomiting,abdominal pain,bloating",High
Gallstones,"abdominal pain,vomiting,nausea,bloating",High
Gallstones,"nausea,abdominal pain,fever",High
Gallstones,"abdominal pain,nausea,bloating,fever,vomiting",High
Gallstones,"abdominal pain,fever,bloating,nausea,vomiting",High
Gallstones,"abdominal pain,vomiting,bloating,nausea",High
Gallstones,"nausea,fever,abdominal pain,bloating",High
Gallstones,"nausea,vomiting,abdominal pain",High
Gallstones,"nausea,abdominal pain,bloating,fever,vomiting",High
Gallstones,"abdominal pain,vomiting,nausea,bloating,fever",High
Gallstones,"nausea,fever,abdominal pain,vomiting",High
Gallstones,"nausea,abdominal pain,fever",High
Gallstones,"abdominal pain,vomiting,nausea",High
Gallstones,"bloating,vomiting,nausea,fever,abdominal pain",High
Gallstones,"bloating,abdominal pain,vomiting,nausea,fever",High
Gallstones,"nausea,bloating,fever,abdominal pain",High
Gallstones,"abdominal pain,nausea,fever,bloating",High
Gallstones,"bloating,nausea,abdominal pain",High
Gallstones,"nausea,fever,abdominal pain",High
Gallstones,"bloating,vomiting,abdominal pain,fever,nausea",High
Gallstones,"bloating,abdominal pain,vomiting,nausea,fever",High
Gallstones,"bloating,abdominal pain,fever,nausea",High
Gallstones,"abdominal pain,fever,nausea,vomiting",High
Gallstones,"vomiting,nausea,abdominal pain",High
Gallstones,"fever,vomiting,abdominal pain,nausea,bloating",High
Gallstones,"nausea,abdominal pain,bloating,vomiting,fever",High
Gallstones,"vomiting,abdominal pain,nausea",High
Gallstones,"nausea,abdominal pain,fever",High
Gallstones,"nausea,fever,bloating,abdominal pain,vomiting",High
Gallstones,"nausea,bloating,abdominal pain",High
Gallstones,"vomiting,abdominal pain,bloating,fever,nausea",High
Gallstones,"fever,bloating,vomiting,nausea,abdominal pain",High
Gallstones,"bloating,fever,vomiting,nausea,abdominal pain",High
Gallstones,"nausea,abdominal pain,bloating,vomiting",High
Gallstones,"nausea,fever,bloating,abdominal pain,vomiting",High
